default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.themes-niveau-2;custom.themes-niveau-3;custom.version;custom.date-de-creation;custom.frequence-de-mise-a-jour;custom.periode-de-temps;custom.code-source;custom.pieces-jointes;datasetid
APA et PCH - Montants versés;"<p class=""MsoNormal"">Des données relatives aux dépenses couvertes par l’APA à
domicile et aux montants versés et personnes payées par éléments de la PCH sont
disponibles ici.<o:p></o:p></p><p class=""MsoNormal"">Ces données sont issues de l’<a href=""https://drees.solidarites-sante.gouv.fr/sources-outils-et-enquetes/lenquete-aide-sociale-aupres-des-conseils-departementaux"">enquête
Aide sociale</a>, enquête annuelle réalisée auprès des conseils départementaux,
qui recueille des données agrégées sur les bénéficiaires et les dépenses d’aide
sociale. Des séries historiques nationales et départementales sur <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-beneficiaires-de-l-aide-sociale-departementale-aux-personnes-agees-ou-handic/information/"">les
effectifs des bénéficiaires de l'aide sociale départementale aux personnes
âgées ou personnes handicapées</a> depuis 1996 sont mises à disposition dans un
autre jeu de données.<o:p></o:p></p><p class=""MsoNormal"">Des données complémentaires sur l’aide sociale
départementale sont disponibles dans d’autres jeux de données sur les
thématiques suivantes :<o:p></o:p></p><p class=""MsoNormalCxSpMiddle"" style=""margin-bottom:0cm;margin-bottom:.0001pt;
mso-add-space:auto;line-height:normal"">         
-  <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-caracteristiques-des-beneficiaires-de-l-aide-sociale-departementale-aux-pers/information/"">les
caractéristiques des bénéficiaires de l'aide sociale départementale aux
personnes âgées ou handicapées</a> (2014-2023)<o:p></o:p></p><p class=""MsoNormalCxSpMiddle"" style=""margin-bottom:0cm;margin-bottom:.0001pt;
mso-add-space:auto;line-height:normal"">         
-  <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/376_les-depenses-d-aide-sociale-departementale/information/"">les
dépenses d’aide sociale départementale</a> (1999-2023)</p><p class=""MsoNormal""><o:p></o:p></p><p class=""MsoNormal""><o:p></o:p></p>";Système de protection sociale,Grand âge et autonomie,Handicap et Invalidité;APA,Dépenses APA,PCH,Dépenses PCH,Aide sociale départementale,Aide et action sociales,Allocation personnalisée d'autonomie,Prestation de compensation du handicap,Collectivité territoriale,Département,Aide sociale aux personnes handicapées,Aide sociale aux personnes âgées;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2025-03-06T14:29:25+00:00;True;False;;2025-03-06T14:29:32.699000+00:00;world_fr;True;France;;;DREES/OSOL/BCL;https://drees.solidarites-sante.gouv.fr/etudes-et-statistiques/open-data/aide-et-action-sociale/article/l-enquete-aide-sociale-aupres-des-conseils-departementaux;0;;;;;;;False;sgsocialgouv;;Aide et action sociales des collectivités locales,Prestations de soutien à l'autonomie et à l'hébergement,Prestations pour personnes handicapées ou invalides;Aide sociale des départements,Allocation personnalisée d'autonomie (APA),Prestation de compensation du handicap (PCH) et allocation compensatrice pour tierce personne (ACTP);;2022-06-29;Annuelle;2010-2023;;;apa-et-pch-montants-verses
Données de l'enquête annuelle auprès des caisses de retraite;"<p class=""MsoNormal""><a href=""https://drees.solidarites-sante.gouv.fr/sources-outils-et-enquetes/01-lenquete-annuelle-aupres-des-caisses-de-retraite-eacr"" target=""_blank"">L’enquête annuelle auprès des caisses de retraite (EACR)</a>
recueille des données agrégées sur les retraités (effectifs, pensions versées,
conditions de liquidation des droits) des caisses de retraite légalement
obligatoires (régimes de retraite de base, régimes intégrés et régimes de
retraites complémentaires) ainsi que sur les bénéficiaires de pensions
d’invalidité et de rentes d’incapacité permanente.</p><p class=""MsoBodyText"">L’EACR est la seule source de données agrégées sur la
retraite et l’invalidité (au sens large) avec des concepts harmonisés, ce qui
assure une comparabilité d’un régime à l’autre, et également dans le temps.</p><p class=""MsoBodyText"">La DREES met en open data ces données, enrichies des données tous régimes estimées par le modèle <a href=""https://drees.solidarites-sante.gouv.fr/sources-outils-et-enquetes/le-modele-ancetre"" target=""_blank"">Ancêtre</a>.</p><p class=""MsoBodyText"">Cette diffusion s'accompagne de tableaux de bords permettant une visualisation semi-interactive des données.</p><p class=""MsoBodyText"">Les données sont ouvertes dans le cadre de la <a href=""https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf"" target=""_blank"">Licence ouverte 2.0</a> qui fait, entre autres, obligation de mentionner la source à chaque utilisation. Celle-ci doit être affichée de la façon suivante : « Source : DREES, enquête annuelle auprès des caisses de retraite (EACR), enrichie avec le modèle ANCETRE ». </p><p class=""MsoBodyText"">Pour toute remarque, vous pouvez vous adresser à la DREES : drees-infos@sante.gouv.fr </p><p class=""MsoBodyText""><b>Nouvelle version</b> : 30 octobre 2024</p><p class=""MsoBodyText""><span style=""font-family: inherit; font-size: 0.875rem;"">Pour en savoir plus : </span><a href=""https://drees.solidarites-sante.gouv.fr/communique-de-presse-jeux-de-donnees/jeux-de-donnees/250527_DATA_effectifs-de-retraites-et-montants-des-pensions-versees-2023"" style=""font-family: sans-serif; font-size: 0.875rem; background-color: rgb(255, 255, 255);"">Effectifs de retraités et montants des pensions versées : mise à disposition des données 2023 | Direction de la recherche, des études, de l'évaluation et des statistiques</a></p><p class=""MsoBodyText""><o:p></o:p></p><p class=""MsoNormal""><o:p></o:p></p>";Retraite;ANCETRE,EACR,invalidité ,CSG,pension brute,liquidant,effectifs retraites,droit direct,droit dérivé,pension d'invalidité,carrière complète,CASA,âge liquidation,liquidation,pension mensuelle,revalorisation;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2025-05-28T13:33:49.425000+00:00;True;False;2023-02-20T10:18:40+00:00;2025-05-28T13:33:51.371000+00:00;;False;;;;DREES/OSOL/BRET;;0;Source : DREES, enquête annuelle auprès des caisses de retraite (EACR), enrichie avec le modèle Ancetre;;;;;;False;sgsocialgouv;;Effectifs et montants des pensions,Age et conditions de départ à la retraite,Prestations pour personnes handicapées ou invalides,Système de retraites et réformes;;Les données sont ici dans leur seconde version (mise en ligne le 30 octobre 2024) suite à l'enrichissement des données avec le modèle Ancetre 2021 et Ancetre 2022 ainsi que l'EIR 2020.;2021-12-15;;;;;donnes_eacr
L'enquête auprès des établissements et services pour enfants et adultes handicapés (ES-Handicap);"<p style=""font-size:15px;"">L’enquête ES-Handicap s’intéresse à l’activité des établissements et services médico-sociaux<span style=""font-family: inherit;""> pour personnes handicapées, au personnel en fonction, au profil des personnes présentes dans ces structures au moment de l’enquête, ainsi qu’à celui des personnes sorties de ces structures au cours de l’année précédant l’enquête. On distingue les structures pour enfants et adolescents d’une part, et celles pour adultes d’autre part.</span></p><p style=""font-size:15px;"">L'enquêtes ES-Handicap couvre la France métropolitaine et les DROM. Le champ des établissements et services enquêtés évolue au gré des millésimes pour s’adapter aux changements de l’offre médico-sociale.<br></p>";Handicap et Invalidité;Handicap,Personnel médico-social,Action sociale et médico-sociale,Établissements pour personnes handicapées;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2025-03-12T07:30:29.524000+00:00;True;False;;2025-03-12T07:31:09.589000+00:00;world_fr;True;France;;;DREES/OSOL/BHD;;0;DREES, Enquête ES-handicap;;;;;;False;sgsocialgouv;;Etablissements ou services pour personnes handicapées;;;2014-09-02;Quadriennale;"1995; 2001; 2006; 2010; 2014; 2022";;;434_l-enquete-aupres-des-etablissements-et-services-pour-enfants-et-adultes-hand
Datastory OC - 2.4 Pour des enfants ayants droit : part des bénéficiaires par mode de tarification;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:24:26.961000+00:00;True;True;2025-09-18T09:54:16+00:00;2025-09-23T12:24:29.926000+00:00;;False;;;;;;144;;;;;;;False;sgsocialgouv;;;;;;;;;;datastory-oc-part-tarification-des-enfants
La formation aux professions sociales;"<p>Sont mises ici à disposition des données sur le nombre d'établissements de formation aux professions du social ainsi que le nombre et les caractéristiques des étudiants ou élèves en formation (sexe, âge, niveau de formation générale, mode de prise en charge financière, etc.).</p><p><br></p><p>Ces données sont issues de l'enquête auprès des centres de formation aux professions du social, aussi appelée enquête ""Ecoles"", et sont disponibles par année et pour certaines en série longue.<br></p>";Système de protection sociale;Formation sociale,Niveau d'études,Ecole,Diplôme,Education,Examen - Concours,Travail social ,Professionnels du social;;;;;;2025-02-25T15:42:04.112000+00:00;True;False;;2025-02-25T15:42:19.688000+00:00;world_fr;True;France;;;DREES/OSOL/BCL;;0;;;;;;;False;sgsocialgouv;;Professionnels de santé et du social,Professionnels du social;Professionnels du social;;2014-09-02;"les données portant sur les écoles sont annuelles; celles portant sur les étudiants sont annuelles jusqu'en 2017 (inclus) puis quadriennales";2011 - 2023;;;492_la-formation-aux-professions-sociales
Datastory OC - 5.3. Prise en charge de l'orthodontie remboursée par l'assurance maladie obligatoire;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:30:34.769000+00:00;True;True;2025-09-18T19:46:41+00:00;2025-09-23T12:30:36.553000+00:00;;False;;;;;;72;;;;;;;False;sgsocialgouv;;;;;;;;;;datastory-oc-7-5-prise-en-charge-orthodontie
Les professions sociales : effectifs, caractéristiques socio-démographiques et caractéristiques des emplois;<p>Sont ici mises à disposition des statistiques descriptives, par profession, sur les effectifs des professionnelles du social, leurs caractéristiques socio-démographiques (âge, sexe, diplôme, etc.), et les caractéristiques de leurs emplois (type d'employeur, temps de travail, type de contrat, sous-emploi etc.). Elles sont élaborées à partir des données issues de l’enquête emploi en continu de l'Insee. La DREES attire votre attention sur le fait que les données portant sur 2018, diffusées au sein du fichier nommé « Les_professions_sociales_2004_2018.xlsx » et celles portant sur 2022, diffusées dans le fichier nommé « Les_professions_sociales_2022.xlsx » ne peuvent pas être comparées et vous invite à lire le document Read_Me expliquant les raisons.</p>;Système de protection sociale;Assistant maternel,Assistant de service social,Assistant social,Aide à domicile,Travail social ,Travailleurs sociaux,Assistant familial,Aide à domicile ,Conseiller en économie sociale et familiale,CESF,Technicien de l'intervention sociale et familiale,TISF,Aide médico-psychologique,AMP,Professionnel socio-éducatif,Cadre de l'intervention socio-éducative,Éducateur spécialisé,Moniteur éducateur,Éducateur technique spécialisé,Éducateur de jeunes enfants,Garde à domicile de jeunes enfants,Professionnel du social;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2025-06-04T15:12:59.592000+00:00;True;False;;2025-06-04T15:13:03.332000+00:00;;False;;;;DREES/OSOL/BCL;;0;;;;;;;False;sgsocialgouv;;Professionnels de santé et du social;Professionnels du social;;2022-02-15;Annuelle;2004 à 2022;;;les-professions-sociales-effectifs-profil-et-caracteristiques-des-emplois
Datastory OC - 5.4. Prise en charge pour la pose d'un implant dentaire;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:30:56.741000+00:00;True;True;2025-09-18T19:51:15+00:00;2025-09-23T12:30:58.334000+00:00;;False;;;;;;72;;;;;;;False;sgsocialgouv;;;;;;;;;;datastory-oc-7-7-prise-en-charge-implantologie
Datastory OC - 1.1 Âge des souscripteurs, par type de contrats;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:21:36.587000+00:00;True;True;2025-08-20T12:27:41+00:00;2025-09-23T12:21:49.485000+00:00;;False;;;;;;27;;;;;;;False;sgsocialgouv;;;;;;;;;;repartition-des-souscripteurs-par-age-selon-le-type-de-contrat-copie
Datastory OC - 4.2. Prise en charge des frais d'analyse ou de laboratoire;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:27:24.721000+00:00;True;True;2025-09-18T10:54:56+00:00;2025-09-23T12:27:26.175000+00:00;;False;;;;;;100;;;;;;;False;sgsocialgouv;;;;;;;;;;datastory-oc-5-3-laboratoire-prise-en-charge-du-tm
Datastory OC - 1.2 Part des bénéficiaires couverts par un contrat responsable;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:22:25.884000+00:00;True;True;2025-09-18T09:37:14+00:00;2025-09-23T12:22:28.310000+00:00;;False;;;;;;36;;;;;;;False;sgsocialgouv;;;;;;;;;;contrats-responsables
